0.000000000000000000e+00,0.000000000000000000e+00
-1.027217805318825705e-03,2.825201326291016833e-04
-1.753678058873305804e-03,8.360820611595341789e-04
-2.178542981557819724e-03,1.660553415792642012e-03
-2.300936979656224152e-03,2.755432580939060246e-03
-2.119953935205618617e-03,4.119848998396370525e-03
-1.634667049860808428e-03,5.752564135548412713e-03
-8.441411361999979698e-04,7.651973127669129890e-03
2.525527783177015928e-04,9.816107104087786264e-03
1.656320696359141545e-03,1.224263620818728804e-02
3.368026930896023119e-03,1.492887332091473972e-02
5.388473628760328052e-03,1.787177849659744508e-02
7.718378764892834532e-03,2.106796411838156302e-02
1.035835285061635982e-02,2.451370077850785478e-02
1.330887461191936072e-02,2.820492388589839611e-02
1.657026590294499377e-02,3.213724100020744212e-02
2.014266612552666202e-02,3.630593988760010687e-02
2.402600642765028230e-02,4.070599728913017190e-02
2.821998395220010752e-02,4.533208838777855187e-02
3.272403640231341670e-02,5.017859695505908629e-02
3.753731718127520378e-02,5.523962615271955923e-02
4.265867135331431748e-02,6.050900995956636635e-02
4.808661265712148303e-02,6.598032518792106005e-02
5.381930178670531195e-02,7.164690404884677122e-02
5.985452613465535449e-02,7.750184722013563066e-02
6.618968117127882467e-02,8.353803736625690923e-02
7.282175360989665003e-02,8.974815305518371589e-02
7.974730648413433376e-02,9.612468301327309339e-02
8.696246623776890394e-02,1.026599406563351025e-01
9.446291190204812727e-02,1.093460788327356159e-01
1.022438664097223004e-01,1.161751047128831427e-01
1.103000900698027364e-01,1.231388947588343830e-01
1.186258762026298486e-01,1.302292097079994215e-01
1.272150489115911332e-01,1.374377095060752285e-01
1.360609629461038694e-01,1.447559681263314302e-01
1.451565055905639223e-01,1.521754882152135946e-01
1.544941004961575270e-01,1.596877155078328114e-01
1.640657133569035364e-01,1.672840529612137361e-01
1.738628593182693638e-01,1.749558745580923058e-01
1.838766119962547685e-01,1.826945387394581233e-01
1.940976139770499431e-01,1.904914014298470515e-01
2.045160886623015317e-01,1.983378286254534328e-01
2.151218533225319196e-01,2.062252085213163444e-01
2.259043332213915845e-01,2.141449631600509940e-01
2.368525766759513873e-01,2.220885595906466892e-01
2.479552709230240515e-01,2.300475205316760141e-01
2.592007586683503506e-01,2.380134345386931971e-01
2.705770552041053545e-01,2.459779656805582415e-01
2.820718659903312941e-01,2.539328627337970046e-01
2.936726046072839491e-01,2.618699679078344555e-01
3.053664109979776220e-01,2.697812251169375841e-01
3.171401699331024560e-01,2.776586878169424732e-01
3.289805296436859594e-01,2.854945264263029081e-01
3.408739205800108696e-01,2.932810353516557833e-01
3.528065742681396610e-01,3.010106396380028970e-01
3.647645422476138433e-01,3.086759012627677823e-01
3.767337150852481109e-01,3.162695250914753231e-01
3.886998414702036442e-01,3.237843645106850410e-01
4.006485474044922945e-01,3.312134267511818719e-01
4.125653555105750492e-01,3.385498779113806367e-01
4.244357044836594151e-01,3.457870476875690158e-01
4.362449687205830484e-01,3.529184338140856081e-01
4.479784781597259125e-01,3.599377062129623384e-01
4.596215383672730415e-01,3.668387108490570037e-01
4.711594509043183776e-01,3.736154732833946168e-01
4.825775340068602648e-01,3.802622019144452636e-01
4.938611436068204852e-01,3.867732908945050729e-01
5.049956947168579013e-01,3.931433227062932634e-01
5.159666831952233190e-01,3.993670703834636959e-01
5.267597078992757309e-01,4.054394993579631401e-01
5.373604932278186475e-01,4.113557689171644105e-01
5.477549120432885221e-01,4.171112332544441026e-01
5.579290089552384480e-01,4.227014420984064880e-01
5.678690239367452097e-01,4.281221409082571761e-01
5.775614162355007242e-01,4.333692706258745475e-01
5.869928885316497702e-01,4.384389669788704702e-01
5.961504112850756210e-01,4.433275593333038112e-01
6.050212472059924851e-01,4.480315690996304334e-01
6.135929757745375301e-01,4.525477077008333571e-01
6.218535177276597326e-01,4.568728741173832542e-01
6.297911594251631717e-01,4.610041520295778406e-01
6.373945770012650058e-01,4.649388065837983253e-01
6.446528602036308842e-01,4.686742808151496686e-01
6.515555358185541879e-01,4.722081917646831495e-01
6.580925905787367025e-01,4.755383263347923162e-01
6.642544934490852704e-01,4.786626369313182194e-01
6.700322171859701692e-01,4.815792369452386312e-01
6.754172590665088460e-01,4.842863961304719189e-01
6.804016606865571637e-01,4.867825359371650285e-01
6.849780267291882829e-01,4.890662248618057317e-01
6.891395426094145682e-01,4.911361738765104845e-01
6.928799909057056228e-01,4.929912319998600023e-01
6.961937664943855797e-01,4.946303820706489662e-01
6.990758903091864873e-01,4.960527367838880597e-01
7.015220216549976628e-01,4.972575350453586340e-01
7.035284690121259565e-01,4.982441386970071218e-01
7.050921992750680545e-01,4.990120296605422556e-01
7.062108453778552786e-01,4.995608075408446980e-01
7.068827122663609019e-01,4.998901877242939995e-01
7.071067811865475727e-01,5.000000000000000000e-01
