0.000000000000000000e+00,0.000000000000000000e+00
1.311316095280246454e-03,-9.732300345453620723e-06
2.890011114764400729e-03,2.547284119093350552e-04
4.735065979399318697e-03,7.924925887085655131e-04
6.845299642922540728e-03,1.602360814420814364e-03
9.219371479957064186e-03,2.682826741381409523e-03
1.185578431978072562e-02,4.032080637810082045e-03
1.475288807211113003e-02,5.648013521137434760e-03
1.790888387654599595e-02,7.528221844263983248e-03
2.132182869380697121e-02,9.670012697441908445e-03
2.498964024485394314e-02,1.207040948438145925e-02
2.891010219354252925e-02,1.472615802796381143e-02
3.308086945991555589e-02,1.763373305862936391e-02
3.749947354467076527e-02,2.078934503714460064e-02
4.216332774094910807e-02,2.418894726308164905e-02
4.706973210741671049e-02,2.782824322091976069e-02
5.221587807677014609e-02,3.170269411719594393e-02
5.759885257627819777e-02,3.580752656453040778e-02
6.321564154177888861e-02,4.013774037154797109e-02
6.906313271362843342e-02,4.468811640162272808e-02
7.513811761234590048e-02,4.945322446786996895e-02
8.143729260298671058e-02,5.442743123676521688e-02
8.795725897046913211e-02,5.960490811807548500e-02
9.469452194289570968e-02,6.497963912425752664e-02
1.016454886162141136e-01,7.054542868799144884e-02
1.088064647510259136e-01,7.629590943194644592e-02
1.161736504306910278e-01,8.222454989002492276e-02
1.237431345888448386e-01,8.832466218412984849e-02
1.315108884336511352e-01,9.458940966479777168e-02
1.394727578152857583e-01,1.010118145277137808e-01
1.476244546019501169e-01,1.075847654211364718e-01
1.559615471478134341e-01,1.143010250614937690e-01
1.644794499533908938e-01,1.211532378758441997e-01
1.731734126346666236e-01,1.281339376904941929e-01
1.820385083315383123e-01,1.352355554848271857e-01
1.910696216985977303e-01,1.424504272283474426e-01
2.002614366317174155e-01,1.497708018171044764e-01
2.096084238921854248e-01,1.571888491231280827e-01
2.191048287960798147e-01,1.646966681673051602e-01
2.287446591401770257e-01,1.722862954224197718e-01
2.385216735367910734e-01,1.799497132489110418e-01
2.484293703286704347e-01,1.876788584614272892e-01
2.584609772513918324e-01,1.954656310196107860e-01
2.686094420046972742e-01,2.033019028318166777e-01
2.788674238860907595e-01,2.111795266558359196e-01
2.892272866298507550e-01,2.190903450762606841e-01
2.996810925826647876e-01,2.270261995340082939e-01
3.102205983335775685e-01,2.349789393798604742e-01
3.208372519010965762e-01,2.429404309207353896e-01
3.315221915644107065e-01,2.509025664249118770e-01
3.422662464090235890e-01,2.588572730506167874e-01
3.530599386399566608e-01,2.667965216613321644e-01
3.638934876983500044e-01,2.747123354909043469e-01
3.747568162000344261e-01,2.825967986220567774e-01
3.856395576977486583e-01,2.904420642432189448e-01
3.965310662523739982e-01,2.982403626506451855e-01
4.074204277830780208e-01,3.059840089655829765e-01
4.182964731517959667e-01,3.136654105396693426e-01
4.291477929242085709e-01,3.212770740257339108e-01
4.399627537374220521e-01,3.288116120956522948e-01
4.507295161940160222e-01,3.362617497917306242e-01
4.614360541930810355e-01,3.436203305031836353e-01
4.720701756013236938e-01,3.508803215645081020e-01
4.826195441612652903e-01,3.580348194777666637e-01
4.930717025290082267e-01,3.650770547659405452e-01
5.034140963308278982e-01,3.720003964693960330e-01
5.136340991259848998e-01,3.787983563020644318e-01
5.237190381624322599e-01,3.854645924880527597e-01
5.336562208124170370e-01,3.919929133029746993e-01
5.434329615762091281e-01,3.983772803472546142e-01
5.530366095441305863e-01,4.046118115809516635e-01
5.624545762095903845e-01,4.106907841512112967e-01
5.716743635287618863e-01,4.166086370442814157e-01
5.806835921257268440e-01,4.223599735940836153e-01
5.894700295452276473e-01,4.279395638786502309e-01
5.980216184584561390e-01,4.333423470343265582e-01
6.063265047304986499e-01,4.385634335155551011e-01
6.143730652610011056e-01,4.435981073253442153e-01
6.221499355123570885e-01,4.484418282382857668e-01
6.296460366420595367e-01,4.530902340342649048e-01
6.368506021579550813e-01,4.575391427569366343e-01
6.437532040168504333e-01,4.617845550067095073e-01
6.503437780883619679e-01,4.658226562734880671e-01
6.566126489071133498e-01,4.696498193098979090e-01
6.625505536373923476e-01,4.732626065412581240e-01
6.681486651753127948e-01,4.766577725042830949e-01
6.733986143144450320e-01,4.798322663024833235e-01
6.782925109019064536e-01,4.827832340626115326e-01
6.828229639130951600e-01,4.855080213733045102e-01
6.869831003747723930e-01,4.880041756844358813e-01
6.907665830680640440e-01,4.902694486436161014e-01
6.941676269453110892e-01,4.923017983448478296e-01
6.971810141975661734e-01,4.940993914635646855e-01
6.998021079129983502e-01,4.956606052521771444e-01
7.020268642705275175e-01,4.969840293708134293e-01
7.038518432177163220e-01,4.980684675291480734e-01
7.052742175872492858e-01,4.989129389170435247e-01
7.062917806122249731e-01,4.995166794041085434e-01
7.069029518069158691e-01,4.998791424911745995e-01
7.071067811865475727e-01,5.000000000000000000e-01
